id,user_id,dept_id,site_id,cat_id,root_cause,type,severity_level,status,media_status,details,loc_lat,loc_long,loc_geohash,occurred_at,created_at,resolved_at,escalated_at,who_resolved,who_escalated,resolved_by_admin,is_deleted,preventative_actions,hour_of_day,day_of_week,month,days_since_occurred
a128b81a-ed84-491a-b129-1fde88be47a3,710163b6-0e5f-4321-bd8d-31d1d25d5867,DEPT-004,SITE-005,Ergonomics,Inadequate Training,injury,medium,Resolved,failed,Identify might discussion trip analysis once compare building always front Democrat.,-31.865023,-57.680643,pbqj6pd,2024-07-30T13:03:49.246119,2024-07-30T13:03:49.246119,2024-08-01T05:03:49.246119,,80393612-e3b5-4f69-8fab-def36a96c66a,,False,False,Price else forget drug stock short.,13,1,7,686
3ca74d74-47ce-4418-80c8-eb56f8df5e9c,031e8a98-9990-4583-b1bc-fb59d9735f60,DEPT-014,SITE-010,Equipment Failure,Equipment Malfunction,near_miss,medium,Resolved,success,Reveal answer attack director event begin try them customer modern produce site top cell.,-84.011230,-132.224135,ff6gwt5,2024-09-24T13:03:49.246119,2024-09-24T13:03:49.246119,2024-09-26T07:03:49.246119,,508b5257-dbe2-4e82-ac17-854bd8695b25,,True,False,Detail window represent health both try both morning hotel these Mrs.,13,1,9,630
7c6700bd-61d4-4348-92ca-6f3f24386df2,97e79570-50aa-4550-9b27-c299ac8a647b,DEPT-008,SITE-004,Slip and Fall,Poor Housekeeping,property_damage,high,Resolved,success,Street four several claim reflect start own employee garden why describe author also give table.,-15.650225,50.616076,1zmsfwk,2024-08-06T13:03:49.246119,2024-08-06T13:03:49.246119,2024-08-06T17:03:49.246119,,c75008e7-27cb-4d36-8782-43e84ff13a96,,False,False,Us west activity be expert whom girl difficult describe consider old employee.,13,1,8,679
4a94dcb2-4f8e-472d-b8be-4aafc44f21fa,4b91b408-d616-46cc-9c1a-f392e89b59fc,DEPT-008,SITE-003,Chemical Exposure,Design Flaw,unsafe_condition,medium,Pending,yes,Job court during ball computer lawyer hair education figure across PM at better bed station line.,34.898430,-29.827596,h17vftp,2025-01-26T13:03:49.246119,2025-01-26T13:03:49.246119,,,,,False,False,,13,6,1,506
e05c4d81-9beb-4ef2-8e20-569c1827281d,96c507ce-c9f4-42cd-a312-3c24fc9d8f05,DEPT-018,SITE-008,Security Breach,Design Flaw,property_damage,high,Escalated,success,Affect serious somebody allow after pattern center century party like.,25.170298,-12.422323,vfsu8sg,2025-07-27T13:03:49.246119,2025-07-27T13:03:49.246119,,2025-07-28T01:03:49.246119,,4c4609f9-1f1c-4209-ae7e-13724db97c03,True,False,,13,6,7,324
c2667c13-21b1-4152-903d-ead7b337b9f0,4618617a-7682-4b63-a0b0-3e23815fefea,DEPT-008,SITE-007,Chemical Exposure,Human Error,unsafe_condition,medium,Resolved,no,True one growth each treat something phone happy list sure one language.,78.953082,92.466119,q2eje6e,2026-03-29T13:03:49.246119,2026-03-29T13:03:49.246119,2026-03-30T09:03:49.246119,,0ebf9e4f-47a9-43de-a93f-9b189f672bc3,,False,False,Difference throw ahead record away car box security information.,13,6,3,79
f45e1999-1abc-4b8d-bcfa-2c8ecdc9536c,b002594c-871b-4bbf-89c7-974daef0cbdd,DEPT-012,SITE-005,Environmental,Human Error,property_damage,low,Resolved,success,Necessary particularly set month artist may discover full science.,-79.395262,152.962100,vyerjm7,2024-07-04T13:03:49.246119,2024-07-04T13:03:49.246119,2024-07-06T15:03:49.246119,,a622ffca-ba3a-45ff-899c-a19456cf619a,,True,False,Write eye effect lawyer security business opportunity draw figure animal admit view couple.,13,3,7,712
7d8df96a-3a1b-4624-bbec-3c0726d8107d,bc4380bb-9466-4763-892e-0dfa13daf072,DEPT-015,SITE-003,Security Breach,Design Flaw,unsafe_condition,low,Resolved,yes,Full young short way create start letter environment free politics religious.,42.908778,-39.261575,0dk0n4f,2025-02-04T13:03:49.246119,2025-02-04T13:03:49.246119,2025-02-07T10:03:49.246119,,39a121bd-db42-4e26-a61c-64ca3a0b4e4e,,True,False,Cover drop step wind skin those follow over.,13,1,2,497
206f7a7a-dfa2-4c5e-9ece-8b234df19b6d,8cba8e29-bbd5-4184-be6a-3e824e9ce728,DEPT-014,SITE-005,Security Breach,Equipment Malfunction,unsafe_condition,low,Resolved,success,Reality establish so whole step Democrat much seat.,-11.792500,-166.814109,0jzcnsn,2025-07-16T13:03:49.246119,2025-07-16T13:03:49.246119,2025-07-19T02:03:49.246119,,6c057bba-8795-4eee-b226-7dcbd2ac2ef9,,False,False,Coach beat rest data a consumer.,13,2,7,335
72615d8c-79c7-4c28-9496-3be0ce082506,9c8f965d-3413-4dee-bf45-f509d0c128de,DEPT-019,SITE-004,Environmental,Poor Housekeeping,near_miss,high,Resolved,no,No floor modern address both likely during relationship body.,-70.243278,-31.119626,s5mr3uy,2025-11-24T13:03:49.246119,2025-11-24T13:03:49.246119,2025-11-25T22:03:49.246119,,987e83f0-36bc-44b3-80d8-40761f663a4f,,True,False,Member before piece cost network individual on remember bad dream here husband help.,13,0,11,204
845c1af5-f94e-4077-9223-7b7403d448a7,4b91b408-d616-46cc-9c1a-f392e89b59fc,DEPT-008,SITE-002,Slip and Fall,Human Error,unsafe_act,medium,Escalated,no,Appear manage go level rich southern author four key age civil budget movie contain and.,72.633108,101.134390,vm3ztce,2025-08-01T13:03:49.246119,2025-08-01T13:03:49.246119,,2025-08-01T18:03:49.246119,,5707136d-802b-4a7a-9f3e-0b89ddfb4f0b,False,False,,13,4,8,319
c9896386-f66c-46a4-b605-48ca05943324,e27aaa5a-4c2b-44cf-b781-ca78cc85e43b,DEPT-012,SITE-008,Chemical Exposure,Equipment Malfunction,property_damage,medium,Resolved,success,Work who service ever political exactly second on very bring must international pretty more.,68.318478,-94.743053,ery8tjg,2024-08-22T13:03:49.246119,2024-08-22T13:03:49.246119,2024-08-23T09:03:49.246119,,f2d445d2-57de-4959-80ed-da288b72b2e4,,False,False,Option song step house no TV ago story enough security many bill.,13,3,8,663
6ffc7cbe-8e21-4fa6-bb7f-df8c5686e6b1,b002594c-871b-4bbf-89c7-974daef0cbdd,DEPT-015,SITE-004,Chemical Exposure,Equipment Malfunction,injury,medium,Resolved,success,Both system not beyond among idea very question operation fire board west.,65.102305,-125.433069,kpbgbgc,2024-10-18T13:03:49.246119,2024-10-18T13:03:49.246119,2024-10-21T01:03:49.246119,,6325239a-7dca-4797-80ce-f39b94f0b0cb,,True,False,Water week word itself west guy.,13,4,10,606
e6fd6465-4e9d-4c48-8ad4-406db013a3a9,e9f7bd01-b412-4e57-96e9-d37652d75103,DEPT-014,SITE-008,Slip and Fall,Human Error,incident,high,Resolved,no,Thus case else anything positive few put.,43.560794,86.117676,qngt27q,2024-10-14T13:03:49.246119,2024-10-14T13:03:49.246119,2024-10-15T20:03:49.246119,,4265d2b8-8f26-4c9d-aae3-fdb91654d6cf,,False,False,At wall stay kind science happy increase top.,13,0,10,610
df5c1487-6f88-4025-9eed-1089e155c64f,46ea5bf4-942f-482f-be03-e9b4f0deaf2e,DEPT-015,SITE-005,Ergonomics,Equipment Malfunction,property_damage,medium,Resolved,success,Baby give under free seven partner light reality rise action people evidence media environmental together.,-51.565963,105.225605,7rbryq6,2025-06-04T13:03:49.246119,2025-06-04T13:03:49.246119,2025-06-05T22:03:49.246119,,7adc9f37-8040-467c-9d43-f8c6201ead73,,False,False,Onto office couple party statement challenge media street.,13,2,6,377
8a07a30c-e637-48db-a332-798be66108e7,7e933fd3-bcb8-4807-8527-d414b3453230,DEPT-010,SITE-004,Chemical Exposure,Fatigue,incident,high,Resolved,yes,Offer describe moment employee bar drop sing page relate factor.,72.259784,-57.699758,9q4119y,2024-10-21T13:03:49.246119,2024-10-21T13:03:49.246119,2024-10-22T12:03:49.246119,,ca003dea-837f-487f-9f74-6c3f51b7d9b7,,False,False,Week dark thousand pick better would loss music raise.,13,0,10,603
e2f817f8-e9e0-46f1-806f-7df4ff21374a,311ee42e-be21-40c6-9b25-6b1748f6a43a,DEPT-006,SITE-001,Environmental,Inadequate Training,observation,low,Pending,no,Site son daughter major push general organization art goal research plant involve agent bring think time.,51.258078,8.532175,ygud2n1,2025-01-30T13:03:49.246119,2025-01-30T13:03:49.246119,,,,,True,False,,13,3,1,502
5d9a352e-a410-4303-a168-516e97740c14,b69cddc8-1711-4cee-ba3e-e76791d3e192,DEPT-020,SITE-004,Security Breach,Poor Housekeeping,property_damage,low,Pending,success,Administration its song figure skin staff scientist same recent interview race.,73.709500,-177.300198,hffvz9m,2025-08-09T13:03:49.246119,2025-08-09T13:03:49.246119,,,,,False,False,,13,5,8,311
c7fab02e-7672-49ec-8999-e76d6f158de2,a15c3f2b-e29b-4329-ad78-3789bb16290e,DEPT-006,SITE-009,Chemical Exposure,Human Error,injury,high,Resolved,yes,Unit energy side dark local mother officer.,8.686707,-37.349952,0fm97qq,2026-03-07T13:03:49.246119,2026-03-07T13:03:49.246119,2026-03-08T10:03:49.246119,,ae3f631b-b622-4106-b1af-35066e89967e,,False,False,Fact lay himself center Mrs at example bank executive baby now.,13,5,3,101
b416e299-8285-4bab-8ce2-e0ed3e9a6cd4,92938f29-fb29-4d3d-a8b8-f8caaa150dfe,DEPT-018,SITE-004,Slip and Fall,Equipment Malfunction,injury,high,Escalated,success,Affect democratic admit who pay effect certainly research water up program.,-73.856938,-32.655711,xu259rk,2025-10-20T13:03:49.246119,2025-10-20T13:03:49.246119,,2025-10-20T16:03:49.246119,,a14386d8-defa-40c2-9bf5-86628d4a957f,True,False,,13,0,10,239
b7716829-3a9d-4ddf-a36d-8d96a2119218,37979c5a-c646-4897-9fdd-500dcf30cf84,DEPT-020,SITE-001,Environmental,Inadequate Training,unsafe_act,medium,Resolved,success,Performance house because debate identify building enjoy police positive ever apply.,-2.031534,-38.248183,m07pvk0,2025-02-22T13:03:49.246119,2025-02-22T13:03:49.246119,2025-02-24T07:03:49.246119,,82c8cbf2-76da-486a-b22c-7249c5935528,,False,False,Money resource capital herself interview management.,13,5,2,479
735eb7ef-1e76-46f8-8149-0ba465b03927,c64f2f02-ff57-4d57-b60f-1fd65e18cbed,DEPT-006,SITE-010,Environmental,Communication Failure,observation,low,Resolved,no,Give turn nation bank body happen believe.,44.722794,33.647165,zgeb35e,2025-09-14T13:03:49.246119,2025-09-14T13:03:49.246119,2025-09-17T04:03:49.246119,,f92c1d39-0232-4d76-81da-ce3f360512ce,,False,False,Campaign million son fine consumer certainly star budget each federal.,13,6,9,275
5f735b31-d6e1-42f4-861a-4ae26ab31b6c,38511205-80ab-4ed8-92d5-8fb2dbe6413a,DEPT-004,SITE-007,Ergonomics,Equipment Malfunction,injury,high,Resolved,success,Open include right another hair resource participant her need central admit class training institution specific.,-89.386336,-163.709909,pje6csn,2025-05-02T13:03:49.246119,2025-05-02T13:03:49.246119,2025-05-02T14:03:49.246119,,ff910e5f-5f46-40f1-9338-c5d41ab7a028,,False,False,Little hear a major be computer into the weight race.,13,4,5,410
98268e2e-c80a-499d-ade9-22efa487872d,e27aaa5a-4c2b-44cf-b781-ca78cc85e43b,DEPT-020,SITE-004,Environmental,Human Error,near_miss,medium,Escalated,no,Read choice hope set interesting left than in community culture tax scene social front catch.,-38.593500,53.831918,90e7u3y,2025-09-16T13:03:49.246119,2025-09-16T13:03:49.246119,,2025-09-16T16:03:49.246119,,b8ac2967-c9fb-4f50-9f45-458ecdb373ef,False,False,,13,1,9,273
96fe82d4-4b4f-4a4c-9106-0d30e64eb0c1,01df8745-c624-4cc0-a570-455ae791bf24,DEPT-016,SITE-004,Security Breach,Fatigue,near_miss,high,Resolved,success,Just various will century bill there hundred great until.,-2.860416,63.084627,46mr42s,2025-01-22T13:03:49.246119,2025-01-22T13:03:49.246119,2025-01-25T12:03:49.246119,,cf3129ab-512f-4fe6-b305-5889c68bdef2,,False,False,Out positive forward record military capital radio rest quite.,13,2,1,510
ac1568b1-2acd-4e3a-b122-6fa2fe926613,f2e9adfd-828b-4ee9-a37a-2a63fe878c05,DEPT-015,SITE-009,Environmental,Fatigue,incident,medium,Pending,success,Simple explain truth safe analysis capital toward language discover heart.,-65.738466,-152.929409,cjjfb6q,2025-01-13T13:03:49.246119,2025-01-13T13:03:49.246119,,,,,False,False,,13,0,1,519
9f2b77be-491a-4045-acea-26f29f934fd5,a80be7b6-bdb5-4b14-b338-be69b3d33e67,DEPT-005,SITE-008,Security Breach,Inadequate Training,near_miss,low,Resolved,success,Act score and manage owner direction character during political.,22.811879,-21.142611,hkvvfhf,2025-04-22T13:03:49.246119,2025-04-22T13:03:49.246119,2025-04-23T06:03:49.246119,,f5312d7b-7c24-4357-aa43-0ea15ca9a0cf,,False,False,Similar look strategy yourself allow radio man capital seek that seven.,13,1,4,420
c2ed1e51-37dc-4953-9cbf-4bd350a4d8de,797ae9be-f99c-4e99-8bc5-cfc1543bb8a1,DEPT-013,SITE-002,Equipment Failure,Equipment Malfunction,unsafe_condition,high,Pending,success,Interview sell those behavior actually school find learn born.,-20.336284,122.973056,vvdbqsv,2024-08-15T13:03:49.246119,2024-08-15T13:03:49.246119,,,,,True,False,,13,3,8,670
c8296e2e-2d25-4e64-a015-f25cd65f83ee,3b1682cb-353f-448c-b450-04a876274606,DEPT-004,SITE-002,Chemical Exposure,Inadequate Training,unsafe_act,medium,Escalated,failed,Fine specific weight pressure visit improve both claim appear place official identify answer others win go.,67.923436,-76.773278,qw1t9c4,2025-10-19T13:03:49.246119,2025-10-19T13:03:49.246119,,2025-10-19T16:03:49.246119,,da2ef241-a66e-4087-bf12-1c22918c7a24,False,False,,13,6,10,240
03386e73-f6b9-46a3-89a4-2e453550664b,8fbd54bd-bfbb-479e-ba6d-f937f33c5d0a,DEPT-008,SITE-008,Security Breach,Poor Housekeeping,property_damage,high,Resolved,no,Whole issue nation security despite bring north fine model than strong.,-63.340981,176.919003,7nfpwf9,2024-07-18T13:03:49.246119,2024-07-18T13:03:49.246119,2024-07-19T08:03:49.246119,,bec75fe8-77fd-4dcc-bde2-e2ea01f1339e,,False,False,Election rest listen action establish until court career throw.,13,3,7,698
b4ab258f-6fbe-49da-b57e-7e9ff91aec16,ef2c4d28-8903-4cc4-af8f-91a53d9245ae,DEPT-015,SITE-005,Security Breach,Poor Housekeeping,unsafe_act,high,Escalated,no,Short system child party end open defense ten hold other check crime positive seem care party.,62.582246,-175.383010,v3dc9q0,2025-03-21T13:03:49.246119,2025-03-21T13:03:49.246119,,2025-03-21T20:03:49.246119,,3467550d-e3b8-4bf4-84fb-836eba970679,False,False,,13,4,3,452
7a5dc715-d125-4970-8798-d59fe4e691d4,b69cddc8-1711-4cee-ba3e-e76791d3e192,DEPT-016,SITE-005,Fire Safety,Communication Failure,unsafe_condition,low,Resolved,success,Wrong bit have budget should she store.,2.700627,-105.445678,mcnmprp,2025-09-08T13:03:49.246119,2025-09-08T13:03:49.246119,2025-09-09T19:03:49.246119,,58c2b9a8-15e5-43ac-9cbe-1080d9506c55,,False,False,Station modern past same affect yard live worker spring.,13,0,9,281
9b2c19d6-474e-4239-a98f-c217a8a92c6d,ba37fc58-f591-4b51-af02-20f371e7a1be,DEPT-012,SITE-003,Environmental,Human Error,injury,high,Resolved,success,System us answer easy mission guess machine safe lay writer kitchen already mouth bring.,73.640654,161.683319,be6twch,2026-03-09T13:03:49.246119,2026-03-09T13:03:49.246119,2026-03-11T03:03:49.246119,,576ad8ac-eb0d-4c47-9a19-e1bd42ef1564,,True,False,Health improve technology religious against camera keep stage someone.,13,0,3,99
c147ee68-ac5d-47b6-a543-8c9ba27ca4b3,9c8f965d-3413-4dee-bf45-f509d0c128de,DEPT-011,SITE-002,Equipment Failure,Design Flaw,near_miss,high,Escalated,failed,Street end watch white and because audience.,-40.900730,175.805930,4yvrzyt,2025-09-26T13:03:49.246119,2025-09-26T13:03:49.246119,,2025-09-26T15:03:49.246119,,3140b041-e082-408a-aa99-adf583072ba7,False,False,,13,4,9,263
74a318fd-8c5c-479d-878d-2a7e8b57c40c,3fd33537-3264-482c-903f-36b7cea15f4e,DEPT-012,SITE-002,Equipment Failure,Poor Housekeeping,observation,low,Resolved,no,Fall capital control to out forward whole mention image wish music laugh gun tend guess may.,30.924231,152.579657,gmybmnn,2025-05-08T13:03:49.246119,2025-05-08T13:03:49.246119,2025-05-09T19:03:49.246119,,d676ea34-6d46-4c23-892f-da6e10b1c379,,False,False,Computer air seem put them white.,13,3,5,404
9dc9bfc8-b5a1-4f9c-9160-7f1223b3510d,d81d85fa-e07d-4694-86bc-5f5cea7ece99,DEPT-016,SITE-002,Fire Safety,Equipment Malfunction,injury,high,Resolved,no,East on size itself instead dream want nature decade poor money he effort line.,84.172656,-159.525478,w4fprye,2025-08-11T13:03:49.246119,2025-08-11T13:03:49.246119,2025-08-12T20:03:49.246119,,c7d382dc-6540-4951-97e8-70eee4005fea,,False,False,Center happy lead concern sometimes happy.,13,0,8,309
635a2e47-c97b-4662-8e9d-67775f4454ca,3b1682cb-353f-448c-b450-04a876274606,DEPT-012,SITE-004,Equipment Failure,Human Error,near_miss,medium,Resolved,yes,Court station environmental dark central team remember old stop performance five according model down develop network.,-3.473260,-120.774924,yv3pjzc,2025-04-18T13:03:49.246119,2025-04-18T13:03:49.246119,2025-04-20T22:03:49.246119,,71a30158-588b-4bad-b81a-ee90a71e815d,,False,False,Common experience from voice theory back.,13,4,4,424
